Direction,Left_X,Left_Y,Right_X,Right_Y
UP,0.46587465821120017,0.42915912133822953,0.5665830111058939,0.4169240142829739
UP,0.4629820503209834,0.4284228870577924,0.5632198117272331,0.416268012120713
UP,0.46309309717636804,0.4252343683819152,0.5655938967467178,0.41464460769364203
UP,0.46420429181132405,0.42748287510995314,0.5636983584154388,0.4152318798645169
UP,0.4692091665689572,0.42903965606319533,0.5638987770043231,0.4170636782419515
UP,0.4669054163353329,0.4275358719970005,0.5635555845570202,0.41576961850048155
UP,0.46647496875660005,0.42798084466144637,0.5638601844554199,0.4163320589841626
UP,0.466565845883538,0.4269507602729643,0.557211151297962,0.41525802558532554
UP,0.4641762734462871,0.4258018001147026,0.5580010234590543,0.41076118110524235
UP,0.46304493651332845,0.4237022028507489,0.5600843645686867,0.4096795926437653
UP,0.46578809988228426,0.4234665247507132,0.5562797778021192,0.40999383519419136
UP,0.4639411755355268,0.425446197348712,0.5593743287091997,0.411432472297732
UP,0.4625729047521567,0.4245354308393332,0.5622174842982365,0.4111443266065855
UP,0.4645725036820101,0.4240375301116649,0.5620424185564048,0.4104786083045119
UP,0.46356246344150887,0.42426364888307616,0.5613885433863279,0.4111840746706315
UP,0.4676129576357011,0.42941718282939106,0.5627886472344623,0.41928896590348996
UP,0.4672509636244201,0.429266333606844,0.5631403628188358,0.4193649273210556
UP,0.46750362895846337,0.43143320045933553,0.5625919672342359,0.42329684754202357
UP,0.4656256003481809,0.4309480448677052,0.5625224510360296,0.4231179000064163
UP,0.46567257556412794,0.4290889373194724,0.5622612551447861,0.42265133888359246
UP,0.46814846517605085,0.4289347298771876,0.5621276169172208,0.4221407006118869
UP,0.4690257625784641,0.4296087224678805,0.562754937374218,0.42338067575578126
UP,0.4690085944965435,0.4277986020360234,0.5642446386271093,0.42267095519060327
UP,0.4689336982108629,0.4256210665205283,0.5640404788197255,0.41955357714269287
UP,0.4697671015978731,0.4268027173069663,0.5670950793169643,0.42086810919167417
UP,0.47085591325231874,0.4280022670161834,0.5676205086110424,0.4216221291178162
UP,0.46914985426445965,0.4294921650744773,0.5668464174391918,0.42267629037283383
UP,0.46811521211195517,0.4265589672057467,0.5660102213578969,0.4189340315583067
UP,0.46809013238662756,0.42672423867062426,0.5622316926424343,0.41989022640803253
UP,0.4675627074172786,0.42967952481386334,0.5620329194078757,0.4226573272560153
UP,0.46687944169288015,0.43068549470315476,0.5615057886010918,0.4234965833621243
UP,0.4658584724606816,0.43053055001758944,0.5630826598966615,0.42320192199009754
UP,0.4664162471998423,0.43211228555760495,0.562887843171025,0.4236135259185758
UP,0.4650975319831124,0.43512028610116305,0.5639631800227872,0.427830669345213
UP,0.46862909271188113,0.44472198723013395,0.5656195230247636,0.43849351159012107
UP,0.4696956356112948,0.4528260382745663,0.5667898951856785,0.45055562664014454
UP,0.47467838027726483,0.4609898670929434,0.5625965642066026,0.46097448218208215
UP,0.475255830784396,0.46799709437929665,0.5626114822610997,0.46574106462603143
UP,0.47814202151579266,0.47133702883765194,0.562413789401175,0.46745536725858966
UP,0.4767357677829063,0.47684553199168916,0.5654129641929527,0.47659652236225436
UP,0.47771322954464884,0.4828789379806715,0.5654962169639888,0.4846386428189091
UP,0.4780766752946621,0.4842230705294149,0.5671612116065695,0.4856049926578543
UP,0.47755065244541445,0.48641581328333666,0.5742349995793273,0.48715653175129775
UP,0.4768231447605919,0.48805339878254467,0.573173718663277,0.48555341008628566
UP,0.476421058535164,0.4827416303316423,0.5737199805398712,0.477704786426874
UP,0.47627980711313167,0.46098321492645356,0.5739087047339555,0.4607434729872144
DOWN,0.4829479227793198,0.4675431497546149,0.5742454151808448,0.46843073718904654
DOWN,0.47975997954331795,0.450547180617629,0.5709867809769186,0.4419644432791646
DOWN,0.48101402695881634,0.4454733896214789,0.5676649379814842,0.43644474169043235
DOWN,0.4782812896601223,0.4414826590247812,0.5708385114628778,0.4303721247845394
DOWN,0.4766420725538786,0.4439446727919853,0.5703641212957998,0.4365318163186706
